address,yearbuilt,numunits,stories,longitude,latitude,grandcentralwalkingdist,centralparkwalkingdist,closest_pre,closest_post,zipcode,group
525 park avenue,1915,48,15,-73.968803,40.76387,0.84506691,0.21934457,0.1093616,0.1093616,10065,Lexington Ave
527 east 72nd street,1910,20,5,-73.952003,40.766289,2.0548797,1.0557122,0.80529904,0.37593052,10021,York Ave
527 east 80 street,1910,8,,-73.948647,40.771603,2.4351597,0.91901028,0.725142,0.52692407,10028,York Ave
527 east 84th street,1910,8,,-73.9468,40.774189,2.6333776,0.93951559,0.66797566,0.37593052,10028,York Ave
529 east 84th street,1885,8,5,-73.946716,40.774158,2.6383486,0.94448656,0.67294669,0.38090149,10028,York Ave
529 east 87th street,1910,6,5,-73.945267,40.776138,2.7980413,0.97182697,0.62199414,0.38897935,10128,York Ave
529 east 88th street,1920,20,5,-73.944649,40.776699,2.855829,0.99108952,0.67978179,0.446767,10128,York Ave
53 east 66th street,1924,25,10,-73.967598,40.767818,1.1812296,0.17584848,0.24295674,0.24295674,10065,Madison Ave
530 east 72nd street,1962,128,20,-73.952103,40.765991,2.0610933,1.061926,0.81089145,0.38214424,10021,York Ave
530 east 76th street,1986,209,39,-73.949921,40.768509,2.2661464,0.9283309,0.65306276,0.58719724,10021,York Ave
530 east 84th street,1920,80,5,-73.946571,40.773861,2.6551256,0.9612636,0.68972373,0.39767855,10028,York Ave
530 east 85th street,1925,11,5,-73.946457,40.774658,2.6843302,0.88980573,0.61826587,0.38090149,10028,York Ave
530 east 86th street,1928,46,15,-73.945801,40.7752,2.7526813,0.92584538,0.58036214,0.34361914,10028,York Ave
530 east 90th street,1942,68,6,-73.943672,40.77771,2.9446855,0.88545614,0.77174497,0.51014704,10128,York Ave
530 park avenue,1941,105,19,-73.969193,40.764011,0.87116456,0.19883928,0.12862416,0.12862416,10065,Madison Ave
531 east 72nd street,1910,20,5,-73.951843,40.766232,2.0610933,1.061926,0.81089145,0.38214424,10021,York Ave
531 east 83rd street,1915,15,5,-73.946869,40.77338,2.6079013,1.0140803,0.7431618,0.39892131,10028,York Ave
531 east 84th street,1885,8,5,-73.94664,40.774132,2.6414554,0.94759345,0.67605352,0.38338697,10028,York Ave
531 east 87th street,1910,20,5,-73.94519,40.776112,2.8030124,0.97617656,0.62696511,0.39395031,10128,York Ave
531 east 88th street,1905,25,5,-73.944527,40.776661,2.8632855,0.998546,0.68723828,0.45422348,10128,York Ave
533 east 84th street,1885,8,5,-73.946564,40.774101,2.6464264,0.95256442,0.68102449,0.38897935,10028,York Ave
534-538 east 84th street,1910,32,5,-73.946381,40.773788,2.6712813,0.97741932,0.70587945,0.41383424,10028,York Ave
535 east 72nd street,1910,20,5,-73.951683,40.766151,2.0610933,1.061926,0.81089145,0.38214424,10021,York Ave
535 east 86th street,1960,143,21,-73.945374,40.77536,2.7607591,0.93330187,0.58844,0.35169697,10128,York Ave
535 park avenue,1910,31,15,-73.968513,40.764259,0.87613559,0.21872321,0.14043024,0.14043024,10065,Lexington Ave
541 east 72nd street,1910,10,5,-73.951538,40.76609,2.0648217,1.0656543,0.8164838,0.38587248,10021,York Ave
55 east 65th street,1910,36,7,-73.967499,40.76696,1.0929947,0.25724831,0.21126673,0.21126673,10065,Madison Ave
55 east 72nd street,1924,29,15,-73.964371,40.7715,1.4521481,0.30882224,0.32435656,0.32435656,10021,Madison Ave
55 east 76th street,1883,21,7,-73.962677,40.77412,1.6627934,0.16839202,0.17709123,0.17709123,10021,Madison Ave
55 east 86th street,1924,46,16,-73.958229,40.780781,2.1909602,0.1665279,0.14726534,0.14726534,10028,Madison Ave
55 east 87th street,1963,120,14,-73.957489,40.7813,2.2257571,0.24792773,0.173363,0.173363,10128,Madison Ave
55 east 93rd street,1980,29,6,-73.955002,40.78516,2.5432787,0.29142383,0.30198714,0.30198714,10128,Madison Ave
55 east end avenue,1951,183,15,-73.946579,40.772148,2.5699975,1.0712466,0.85128063,0.50704014,10028,York Ave
550 park avenue,1917,36,17,-73.968849,40.764851,0.9183889,0.22928654,0.15099357,0.15099357,10065,Madison Ave
554 east 82nd street,2015,4,6,-73.947189,40.772469,2.5737259,1.0575764,0.80778456,0.4647868,10028,York Ave
555 park avenue,1913,23,12,-73.968117,40.764542,0.90099049,0.24357811,0.13794474,0.13794474,10065,Lexington Ave
56 east 87th street,1923,33,6,-73.957611,40.781139,2.2611754,0.23736438,0.18454771,0.18454771,10028,Madison Ave
563 park avenue,1910,20,13,-73.968132,40.764771,0.92335987,0.26532617,0.1161967,0.1161967,10065,Lexington Ave
565 park avenue,1913,28,13,-73.967979,40.764999,0.93516594,0.27713224,0.10376925,0.10376925,10065,Lexington Ave
57 east 73rd street,1926,5,5,-73.963829,40.772129,1.5031006,0.3280848,0.31876421,0.31876421,,Madison Ave
57 east 75th street,1920,9,8,-73.962868,40.773361,1.6006562,0.23052928,0.21561635,0.21561635,10021,Madison Ave
570 park avenue,1916,52,13,-73.968269,40.765442,0.9612636,0.27278262,0.10749748,0.10749748,10065,Madison Ave
575 park avenue,1927,129,16,-73.967857,40.76516,0.94883615,0.29080245,0.090099044,0.090099044,10065,Lexington Ave
580 park avenue,1923,53,14,-73.968147,40.765598,1.0028956,0.31441459,0.11495396,0.11495396,10065,Madison Ave
59 east 72nd street,1930,19,5,-73.964172,40.77142,1.445313,0.31565735,0.31752148,0.31752148,10021,Madison Ave
59 east 73rd street,1910,10,4,-73.963783,40.77211,1.5006151,0.32994893,0.31627873,0.31627873,10021,Madison Ave
59 east 75th street,1910,9,4,-73.962799,40.77335,1.5969279,0.23425752,0.2118881,0.2118881,10021,Madison Ave
6 east 68th street,1920,14,6,-73.9683,40.769539,1.2968049,0.10066238,0.23612164,0.23612164,10065,Madison Ave
6 east 76th street,1920,7,5,-73.964546,40.77467,1.7044255,0.059651781,0.28521007,0.28521007,10021,Madison Ave
6 east 79th street,1920,8,5,-73.963158,40.776588,1.8572831,0.052816682,0.33864814,0.33864814,10075,Madison Ave
60 east 79th street,1920,8,5,-73.96151,40.77589,1.8436129,0.15161495,0.24047124,0.24047124,10075,Madison Ave
60 east 88th street,1986,18,15,-73.957169,40.781712,2.3102639,0.24917047,0.23363616,0.23363616,10128,Madison Ave
60 east 96th street,1929,83,17,-73.953659,40.786839,2.7011073,0.14415847,0.14477985,0.14477985,10128,Madison Ave
60 east end avenue,1973,123,42,-73.946747,40.772491,2.567512,1.0507413,0.80157083,0.45795169,10028,York Ave
605 east 82nd street,1953,159,20,-73.945778,40.772099,2.5538418,1.1271701,0.87862104,0.53438056,10028,York Ave
605 park avenue,1955,105,20,-73.966957,40.76638,1.0445275,0.305094,0.16279966,0.16279966,10065,Lexington Ave
61 east 77th street,1920,51,10,-73.962303,40.774792,1.7441933,0.18641183,0.136702,0.136702,10075,Madison Ave
61 east 82nd street,1925,4,5,-73.9599,40.778042,2.0026844,0.28955969,0.33554128,0.33554128,10028,Madison Ave
61 east 86th street,1910,46,7,-73.957993,40.780689,2.2064946,0.18268359,0.13173102,0.13173102,10028,Madison Ave
610 park avenue,1925,64,15,-73.967407,40.766602,1.0656543,0.29018107,0.1777126,0.1777126,,Madison Ave
62 east 87th street,1923,15,5,-73.957451,40.781059,2.2257571,0.24792773,0.173363,0.173363,10028,Madison Ave
620 park avenue,1924,15,14,-73.967209,40.766972,1.0911305,0.2665689,0.20318888,0.20318888,10065,Madison Ave
625 park avenue,1929,32,13,-73.966713,40.76672,1.0743535,0.27526811,0.19262555,0.19262555,10065,Lexington Ave
63 east 79th street,1902,10,6,-73.961327,40.77615,1.8442342,0.15223633,0.25041321,0.25041321,10075,Madison Ave
630 park avenue,1917,34,13,-73.966988,40.767181,1.1122572,0.24544223,0.20381026,0.20381026,10065,Madison Ave
635 park avenue,1913,16,13,-73.966492,40.767029,1.0961015,0.25414145,0.1913828,0.1913828,10065,Lexington Ave
64 east 80th street,1921,9,5,-73.960739,40.776501,1.8734388,0.20194614,0.28023911,0.28023911,10075,Madison Ave
64 east 86th street,1917,38,14,-73.95816,40.780418,2.2071159,0.18268359,0.13110964,0.13110964,10028,Madison Ave
64 east 91st street,1920,7,4,-73.955833,40.783649,2.4587719,0.20008202,0.38462973,0.38462973,10128,Madison Ave
64 east 94th street,1962,46,7,-73.954437,40.785519,2.6079013,0.25662693,0.23674302,0.23674302,10128,Madison Ave
640 park avenue,1914,12,12,-73.966904,40.767521,1.1346266,0.21561635,0.20318888,0.20318888,10065,Madison Ave
646 park avenue,1962,99,,-73.966621,40.767601,1.14519,0.24233536,0.1708775,0.1708775,10065,Madison Ave
65 east 76th street,1949,50,13,-73.96244,40.774029,1.6491232,0.18206221,0.16279966,0.16279966,10021,Madison Ave
65 east 96th street,1924,60,16,-73.953163,40.786968,2.6774952,0.1640424,0.12489592,0.12489592,10029,Madison Ave
650 park avenue,1962,99,21,-73.966537,40.767811,1.1601028,0.22742242,0.15596455,0.15596455,10065,Madison Ave
655 park avenue,1924,51,11,-73.965851,40.76791,1.1725304,0.23860712,0.11495396,0.11495396,10065,Lexington Ave
66 east 79th street,1926,20,15,-73.961472,40.775719,1.8181366,0.15907142,0.2323934,0.2323934,10075,Madison Ave
66 east 83rd street,1912,22,5,-73.959343,40.778419,2.0107622,0.28086048,0.26719028,0.26719028,10028,Madison Ave
660 park avenue,1926,12,14,-73.966331,40.768101,1.1911715,0.22804379,0.12489592,0.12489592,10065,Madison Ave
67 east 80th street,1915,5,4,-73.960518,40.776649,1.8610114,0.20629574,0.27526811,0.27526811,10028,Madison Ave
68 east 86th street,1912,26,12,-73.957962,40.780331,2.1729405,0.19262555,0.12116768,0.12116768,10028,Madison Ave
68 east 93rd street,1890,8,5,-73.954742,40.78484,2.5258801,0.31441459,0.27899635,0.27899635,10128,Madison Ave
7 east 78th street,1920,5,6,-73.96331,40.776039,1.7945244,0.11433259,0.27588949,0.27588949,10075,Madison Ave
7 east 85th street,1928,38,9,-73.960152,40.780651,2.1611345,0.063380018,0.28396735,0.28396735,10028,Madison Ave
7 east 88th street,1910,9,5,-73.958733,40.782631,2.3202057,0.14850809,0.33429852,0.33429852,10128,Madison Ave
7 gracie square,1929,43,15,-73.945221,40.773289,2.6880584,1.0414207,0.77174497,0.47783563,10028,York Ave
70 east 77th street,1917,30,9,-73.962402,40.774609,1.7448146,0.18703319,0.13608062,0.13608062,10021,Madison Ave
70 east 93rd street,1925,10,5,-73.954674,40.784809,2.5215306,0.31876421,0.27464676,0.27464676,10128,Madison Ave
70 east 96th street,1929,74,17,-73.953339,40.786709,2.6781166,0.16342103,0.12551729,0.12551729,10128,Madison Ave
700 park avenue,1960,48,20,-73.965347,40.76947,1.2893485,0.20940261,0.15596455,0.15596455,10021,Madison Ave
71 east 77th street,1928,38,10,-73.962051,40.774689,1.7069108,0.20132476,0.12116768,0.12116768,10075,Madison Ave
710 park avenue,1948,84,20,-73.965149,40.769699,1.3117179,0.23177204,0.17833398,0.17833398,10021,Madison Ave
715 park avenue,1969,76,18,-73.964729,40.769581,1.2961836,0.2460636,0.16839202,0.16839202,10021,Lexington Ave
72 east 93rd street,1920,9,5,-73.954597,40.784779,2.5178022,0.32249245,0.27091852,0.27091852,10128,Madison Ave
720 park avenue,1928,29,17,-73.964882,40.770081,1.3427864,0.25476283,0.20878124,0.20878124,10021,Madison Ave
73 east 79th street,1928,14,14,-73.960983,40.776138,1.8144084,0.173363,0.22866517,0.22866517,10075,Madison Ave
730 park avenue,1928,41,19,-73.964912,40.770409,1.3632917,0.27526811,0.22990791,0.22990791,10021,Madison Ave
733 park avenue,1972,30,30,-73.964149,40.77018,1.3452719,0.28707421,0.21748045,0.21748045,10021,Lexington Ave
737 park avenue,1940,60,20,-73.964119,40.770401,1.36702,0.30820087,0.2392285,0.2392285,10021,Lexington Ave
740 park avenue,1930,33,19,-73.964417,40.770721,1.3924963,0.30447266,0.25911242,0.25911242,10021,Madison Ave
75 east end avenue,1962,198,20,-73.946114,40.77277,2.6004448,1.1016939,0.82083338,0.4765929,10028,York Ave
750 park avenue,1951,68,17,-73.964218,40.770969,1.4117589,0.32373521,0.278375,0.278375,10021,Madison Ave
755 park avenue,1914,45,12,-73.963509,40.770802,1.3962245,0.33740538,0.26843303,0.26843303,10021,Lexington Ave
760 park avenue,1924,13,14,-73.964043,40.771358,1.4471771,0.35853207,0.31317186,0.31317186,10021,Madison Ave
765 park avenue,1927,48,14,-73.963425,40.77116,1.4167298,0.35915345,0.28955969,0.28955969,10021,Lexington Ave
770 park avenue,1931,40,19,-73.963699,40.771702,1.4658183,0.37220228,0.30571538,0.30571538,10021,Madison Ave
773-81lexington avenue    10021,1960,131,,-73.958458,40.770309,1.7230666,0.58471173,0.31130773,0.16777064,10021,Second Ave
778 park avenue,1930,18,20,-73.963432,40.772079,1.4894304,0.34859011,0.28272459,0.28272459,10021,Madison Ave
781 fifth avenue,1928,169,38,-73.97271,40.764389,0.90906829,0.086370811,0.28955969,0.28955969,10022,Madison Ave
784 park avenue,1930,64,19,-73.96331,40.772499,1.5074502,0.33057031,0.26470479,0.26470479,10021,Madison Ave
785 fifth avenue,1963,58,17,-73.972519,40.764641,0.92460263,0.070836492,0.29701617,0.29701617,10022,Madison Ave
785 park avenue,1940,82,20,-73.962952,40.771881,1.4788671,0.35169697,0.26346204,0.26346204,10021,Lexington Ave
791 park avenue,1925,29,14,-73.962769,40.772141,1.4962655,0.33429852,0.2460636,0.2460636,10021,Lexington Ave
795 fifth avenue,1930,77,41,-73.972054,40.765282,0.97617656,0.019883927,0.30820087,0.30820087,,Madison Ave
799 park avenue,1960,75,21,-73.96257,40.7724,1.528577,0.30260852,0.21375223,0.21375223,10021,Lexington Ave
8 east 68th street,1920,14,6,-73.968224,40.769501,1.2930766,0.10439062,0.2323934,0.2323934,10065,Madison Ave
8 east 76th street,1910,5,5,-73.964478,40.774639,1.7000759,0.064622767,0.28023911,0.28023911,10021,Madison Ave
8 east 83rd street,1963,78,15,-73.960793,40.779011,2.0530155,0.1708775,0.37655187,0.37655187,10028,Madison Ave
8 east 92nd street,1920,5,5,-73.957077,40.784988,2.5215306,0.14788671,0.4399319,0.4399319,10128,Madison Ave
8 east 96th street,1928,39,15,-73.955078,40.787441,2.7160203,0.057166293,0.23177204,0.23177204,10128,Madison Ave
80 east end avenue,1958,152,20,-73.946442,40.773338,2.6408341,1.0513626,0.78044415,0.44925249,10028,York Ave
800 park avenue,1925,17,15,-73.962936,40.77272,1.5434899,0.29453069,0.22804379,0.22804379,10021,Madison Ave
812 fifth avenue,1963,30,19,-73.97113,40.766289,1.0613047,0.073943354,0.30695814,0.30695814,10065,Madison Ave
812 park avenue,1927,42,14,-73.962761,40.772991,1.5677234,0.27091852,0.20443162,0.20443162,10021,Madison Ave
815 park avenue,1917,49,14,-73.96228,40.772812,1.5540532,0.27713224,0.18765457,0.18765457,10021,Lexington Ave
820 park avenue,1926,12,15,-73.962547,40.773361,1.5969279,0.24109262,0.17460574,0.17460574,10021,Madison Ave
823 park avenue,1920,11,13,-73.962029,40.773159,1.5776653,0.25289869,0.1640424,0.1640424,,Lexington Ave
825 fifth avenue,1927,64,23,-73.970741,40.767101,1.1228205,0.13483788,0.30944362,0.30944362,10065,Madison Ave
828 fifth avenue,1920,3,6,-73.970459,40.767139,1.1315198,0.14415847,0.31814283,0.31814283,,Madison Ave
829 park avenue,1930,52,12,-73.961899,40.773319,1.5963066,0.2348789,0.14540122,0.14540122,10021,Lexington Ave
830 park avenue,1913,38,13,-73.962288,40.773628,1.6161904,0.22183007,0.15534319,0.15534319,10021,Madison Ave
834 fifth avenue,1931,24,16,-73.970383,40.767578,1.1694235,0.11308984,0.35604659,0.35604659,10065,Madison Ave
838 fifth avenue,1951,18,12,-73.970177,40.76783,1.1806082,0.10128376,0.36785266,0.36785266,,Madison Ave
840 park avenue,1912,18,13,-73.962044,40.773972,1.6509874,0.22431555,0.12116768,0.12116768,10021,Madison Ave
841 madison avenue,1927,11,15,-73.966202,40.770229,1.330359,0.14291573,0.27029714,0.27029714,10021,Madison Ave
845 fifth avenue,1920,17,11,-73.969749,40.768452,1.2178906,0.064001389,0.39829993,0.39829993,10065,Madison Ave
850 park avenue,1924,51,12,-73.961853,40.774239,1.6640362,0.23736438,0.10811885,0.10811885,10021,Madison Ave
851 fifth avenue,1949,106,,-73.969604,40.768883,1.2589011,0.055302173,0.35728931,0.35728931,10065,Madison Ave
857 fifth avenue,1962,18,19,-73.968987,40.769218,1.2961836,0.031690009,0.32000697,0.32000697,10065,Madison Ave
860 fifth avenue,1950,157,21,-73.968758,40.76944,1.3173102,0.052816682,0.29888028,0.29888028,10065,Madison Ave
860 park avenue,1924,15,15,-73.961578,40.774601,1.6957262,0.24668498,0.1025265,0.1025265,10075,Madison Ave
863 park avenue,1920,23,12,-73.960999,40.774288,1.6758423,0.25662693,0.090099044,0.090099044,10075,Lexington Ave
870 fifth avenue,1949,94,20,-73.968422,40.769798,1.3483789,0.047845699,0.28893831,0.28893831,10065,Madison Ave
875 fifth avenue,1940,121,19,-73.968208,40.770161,1.3726124,0.023612164,0.31379324,0.31379324,10065,Madison Ave
875 park avenue,1912,46,13,-73.96096,40.77462,1.6926193,0.273404,0.10625474,0.10625474,10075,Lexington Ave
876 park avenue,1917,24,13,-73.961357,40.774891,1.7218238,0.26221928,0.12924553,0.12924553,10075,Madison Ave
880 fifth avenue,1948,162,20,-73.968163,40.770618,1.4074092,0.0205053,0.34796873,0.34796873,10021,Madison Ave
884 fifth avenue,1927,19,13,-73.967911,40.770969,1.4210794,0.0341755,0.36226031,0.36226031,10021,Madison Ave
885 park avenue,1927,36,15,-73.96067,40.775021,1.7299017,0.24730635,0.14415847,0.14415847,10075,Lexington Ave
888 park avenue,1926,74,15,-73.961098,40.775242,1.7460574,0.23798576,0.15285769,0.15285769,10075,Madison Ave
891 park avenue,1931,15,15,-73.960571,40.77515,1.7367368,0.24047124,0.15099357,0.15099357,10075,Lexington Ave
895 park avenue,1930,37,21,-73.960167,40.775318,1.7528925,0.22431555,0.16714926,0.16714926,10075,Lexington Ave
898 park avenue,1924,13,14,-73.960892,40.775539,1.7727764,0.21126673,0.17957672,0.17957672,10075,Madison Ave
9 east 96th street,1927,47,16,-73.954811,40.78767,2.7091851,0.064001389,0.22493693,0.22493693,10029,Madison Ave
9 east 97th street,1930,25,6,-73.954353,40.788311,2.7613804,0.075186104,0.278375,0.278375,10029,Madison Ave
90 east end avenue,2000,43,21,-73.94606,40.77346,2.67066,1.0221581,0.75123966,0.45733035,10028,York Ave
900 fifth avenue,1960,52,20,-73.96727,40.771839,1.5006151,0.11371121,0.441796,0.441796,10021,Madison Ave
900 park avenue,1973,124,28,-73.960663,40.775719,1.8131657,0.22928654,0.21996595,0.21996595,,Madison Ave
901 lexington avenue,1907,17,11,-73.964256,40.767361,1.2042204,0.32994893,0.04287472,0.04287472,10065,Lexington Ave
907 fifth avenue,1915,44,12,-73.966873,40.772209,1.5204991,0.13359514,0.46167994,0.46167994,10021,Madison Ave
91 east end avenue,1940,6,5,-73.945732,40.773319,2.6663103,1.0258864,0.75496787,0.46167994,10028,York Ave
910 fifth avenue,1959,54,16,-73.966522,40.772419,1.4999938,0.19386829,0.43931052,0.43931052,10021,Madison Ave
910 park avenue,1925,25,14,-73.960373,40.77626,1.8255931,0.241714,0.2323934,0.2323934,10075,Madison Ave
911 park avenue,1926,40,14,-73.95993,40.776039,1.8088161,0.25538421,0.22307281,0.22307281,10075,Lexington Ave
912 fifth avenue,1925,30,14,-73.966621,40.772751,1.5683448,0.18144085,0.50331193,0.50331193,10021,Madison Ave
920 fifth avenue,1922,27,14,-73.966248,40.772911,1.5838791,0.18019809,0.48777759,0.48777759,10021,Madison Ave
923 fifth avenue,1950,97,20,-73.96624,40.773258,1.608734,0.15534319,0.46292269,0.46292269,10021,Madison Ave
925 park avenue,1908,31,14,-73.959641,40.776421,1.8299427,0.25352007,0.24419948,0.24419948,10028,Lexington Ave
927 fifth avenue,1917,12,12,-73.966019,40.773571,1.6279966,0.13608062,0.410106,0.410106,10021,Madison Ave
929 park avenue,1913,36,12,-73.959511,40.7766,1.8516908,0.27526811,0.26594752,0.26594752,10028,Lexington Ave
930 fifth avenue,1940,140,20,-73.965622,40.773701,1.6547157,0.1093616,0.41694111,0.41694111,10021,Madison Ave
930 park avenue,1916,22,13,-73.959923,40.776859,1.8784097,0.27278262,0.28521007,0.28521007,10028,Madison Ave
935 park avenue,1924,31,15,-73.959419,40.77673,1.8610114,0.28458872,0.27526811,0.27526811,10028,Lexington Ave
936 fifth avenue,1955,30,18,-73.965363,40.7742,1.6857842,0.078292966,0.3852511,0.3852511,10021,Madison Ave
940 park avenue,1926,28,15,-73.959846,40.777191,1.9001578,0.29515204,0.30695814,0.30695814,10028,Madison Ave
941 park avenue,1927,37,15,-73.959198,40.777031,1.8827593,0.30695814,0.29701617,0.29701617,10028,Lexington Ave
943 lexington avenue,1924,21,11,-73.963364,40.76862,1.2999117,0.310065,0.068972372,0.068972372,10021,Lexington Ave
944 fifth avenue,1925,13,14,-73.965279,40.774578,1.7125033,0.051573936,0.35915345,0.35915345,10021,Madison Ave
944 park avenue,1929,23,15,-73.959602,40.777321,1.9100997,0.30571538,0.3169001,0.3169001,10028,Madison Ave
949 park avenue,2009,4,13,-73.959099,40.777149,1.8945655,0.31938559,0.30633676,0.30633676,10028,Lexington Ave
950 fifth avenue,1926,1,14,-73.96476,40.775009,1.7528925,0.019262554,0.31876421,0.31876421,10021,Madison Ave
950 park avenue,1921,24,13,-73.959503,40.77766,1.928741,0.32373521,0.30198714,0.30198714,10028,Madison Ave
953 fifth avenue,1926,7,14,-73.964767,40.775269,1.7678055,0.034796875,0.3032299,0.3032299,10021,Madison Ave
955 fifth avenue,1938,32,18,-73.964546,40.775299,1.7758833,0.042253345,0.29577342,0.29577342,10021,Madison Ave
955 lexington avenue,1924,29,12,-73.963188,40.768848,1.3166888,0.32684207,0.08574944,0.08574944,10021,Lexington Ave
955 park avenue,1915,38,13,-73.959023,40.777279,1.9045074,0.32932755,0.2963948,0.2963948,10028,Lexington Ave
956 fifth avenue,1925,22,15,-73.964523,40.775459,1.7852038,0.051573936,0.28645283,0.28645283,10021,Madison Ave
960 fifth avenue,1927,68,12,-73.964378,40.77581,1.755378,0.086992182,0.23612164,0.23612164,,Madison Ave
960 park avenue,1915,38,13,-73.959442,40.777851,1.9492463,0.34424049,0.28148186,0.28148186,10028,Madison Ave
965 fifth avenue,1938,47,19,-73.964233,40.776031,1.8274572,0.078914337,0.30882224,0.30882224,10075,Madison Ave
969 fifth avenue,1926,12,16,-73.963989,40.776081,1.835535,0.072700612,0.3169001,0.3169001,10075,Madison Ave
969 park avenue,1911,76,12,-73.958603,40.777851,1.9417897,0.36536717,0.25911242,0.25911242,10028,Lexington Ave
970 park avenue,1912,40,15,-73.959007,40.77813,1.9734799,0.32497793,0.25724831,0.25724831,10028,Madison Ave
971 madison avenue,1928,15,15,-73.963501,40.774189,1.6422881,0.12241043,0.23860712,0.23860712,,Madison Ave
975 park avenue,1929,63,15,-73.958504,40.777981,1.9616737,0.32932755,0.2392285,0.2392285,10028,Lexington Ave
980 fifth avenue,1966,45,25,-73.963158,40.777039,1.9181776,0.036039617,0.39954266,0.39954266,10075,Madison Ave
983 park avenue,1927,59,15,-73.958267,40.77829,1.9815576,0.30944362,0.21934457,0.21934457,10028,Lexington Ave
985 park avenue,2006,7,16,-73.958183,40.778412,1.9946065,0.2963948,0.20629574,0.20629574,10028,Lexington Ave
988 fifth avenue,1926,13,13,-73.962997,40.77747,1.9411684,0.058409039,0.42253345,0.42253345,10075,Madison Ave
993 fifth avenue,1930,19,17,-73.96273,40.777828,1.9747225,0.070215121,0.45608759,0.45608759,10028,Madison Ave
993 park avenue,1915,49,13,-73.958076,40.778591,2.0126264,0.278375,0.18827593,0.18827593,10028,Lexington Ave
995 fifth avenue,1926,37,17,-73.96273,40.778091,1.9877714,0.08388532,0.46913642,0.46913642,10028,Madison Ave
east 97th street,1930,25,,-73.949364,40.786083,2.7781575,0.37779462,0.12738141,0.12738141,10029,Lexington Ave
